bathrooms,bathroomsFull,bathroomsOneQuarter,bathroomsThreeQuarter,bedrooms,buyerAgencyCompensation,carportSpaces,city,coveredSpaces,description,fireplaceFeatures,fireplaces,furnished,garageSpaces,hasAttachedGarage,hasCarport,hasHeating,hasPetsAllowed,heating,homeType,id,latitude,laundryFeatures,livingArea,longitude,mortgageRates_arm5Rate,mortgageRates_fifteenYearFixedRate,mortgageRates_thirtyYearFixedRate,openParkingSpaces,parkingFeatures,photos,price,propertyTaxRate,schools,solarBuildFactor,solarClimateFactor,solarElectricityFactor,solarFactor,solarSunScore,specialListingConditions,state,streetAddress,taxAnnualAmount,taxAssessedValue,url,yearBuilt,zipcode
1,1,0,0,1,2.5,0,San Francisco,0,"Situated steps from Dolores Park, Valencia Street and Mission Dolores Basilica, this quiet one bedroom condo offers a private deck and additional den /office space with in-unit laundry. Light filled throughout, this charming unit counts hardwood floors, tall ceilings, double paned windows, a fireplace, updated appliances and a split bath with clawfoot tub. Wonderful original details with wainscoting and crown moldings. Desirable location with a 98 Walk Score and 86 Bike and Transit Scores.","['Gas Log', 'Living Room']",1,False,0,,False,True,True,"['Gas', 'Wall Furnace']",Condo,69817598,1908,['Inside'],772,-122.4271011352539,2.323,2.228,2.723,0,['No Garage'],"['https://photos.zillowstatic.com/fp/8970ea5fa5ac85fd12ec7089279d24c3-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/55897ca6962a8d92129c0b5099b552e4-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/bfc0a1521e0d917a35becfb38409af25-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/13d39072095c725be970d5e5a8630132-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/eaac324852b37728a6cfa44146e6ec39-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/100cac23394e8b8067b3f21010f860f8-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b517ccfe764a6e963bd09bea54715e94-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/27567bc41520038fea1ba8569840e81e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/64e9ec90772da3271cee89b6b6ed0429-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b14773d8ba693a39b810b95736159e35-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c8e467881d2ae31df471ac46d6c40a9c-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ffe4df44a19a9cfe60aca07a9096e68e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a1b47ce0733c7743952b3bd190598524-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/12d1ac32e3aa56df2fce7053ab38ed45-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c9d5cdcccb40298f101e620b7d392889-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/dfd3a9a78f196b48a114f6023b402595-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/5e6ff0a724b7802e84bf07ce2d5a72e6-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7c6e22b87ad92f0ca8678bd6c8bed194-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/30cf6e1ede3bcfcedc3b346672ce78a9-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/1c3de84d8ae4d23ac530df3a6d4f6e82-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/41eff3a25b1a18e455f36dcb0f9aa531-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/3444fa14b4c7b31b84196a016c5e82d3-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/d84f6cc840f7dccb8378eb1d1e201b45-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/9af9275f9ca168a53f9e8ee8c5e67e16-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a0fdc6a617def71fc1187dc9eedab47d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/3a99e3d6312b679d0ecc953f4d82eb51-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c3a8c2ddc1865b3cf95703f8c2349ee5-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/f29995e230caeb27d80cbc752d3e2b43-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/02f4e726c95fd1c0f82eff1070ff8d18-uncropped_scaled_within_1536_1152.jpg']",795000,0.67,"[{'distance': 0.2, 'name': 'Sanchez Elementary School', 'rating': 2, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06428&state=CA', 'type': 'Public', 'size': 271, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.1, 'name': 'Everett Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06363&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.1, 'name': 'Mission High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06411&state=CA', 'type': 'Public', 'size': 1099, 'totalCount': 1, 'isAssigned': True}]",74.4,6.62,5.02,1,87.04,Standard,CA,3638 17th St #2,11639,898418,https://www.zillow.com/homedetails/3638-17th-St-2-San-Francisco-CA-94114/69817598_zpid/,1908,94114
3,3,0,0,3,2.50,0,San Francisco,0,"Luxe Corona Heights penthouse with extraordinary views designed by the dean of MIT School of Architecture. This one-of-a-kind, open floor plan residence lives like a single-family home and is characterized by soaring glass walls, impressive vaulted ceilings, and seamless melding of indoor and outdoor living. Panoramic views from three levels with dramatic living spaces designed to accommodate formal entertaining, daily living, and home office space. The primary bedroom suite offers a private patio and a spa-like bathroom. Two additional bedrooms both with ensuite baths and abundant closet space. 1,200 sqft of outdoor living area including a wrap-around view deck with heater and bbq. Private elevator. 1 Car parking. Additional storage. Situated on a quiet block above the Castro and Duboce Triangle offering easy access to shopping, transit, restaurants, parks, and more. Boutique 2-unit HOA with low expenses. A singularly spectacular home not to be missed!","['Dining Room', 'Gas']",1,False,0,,False,True,True,['Radiant Floor'],Condo,79843060,2006,['Cabinets'],0,-122.43700408935547,2.61,2.679,3.05,0,"['Enclosed', 'Side By Side', 'Side by Side', 'On Site - Mapped (Condo Only)']","['https://photos.zillowstatic.com/fp/bd616ff7607cbf07fff00774bda304ad-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c8e6be64612c4e4bebacf33c601b1a1e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/3142027cda363769c7df15b9e2f85237-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b1c6d026da260efceee8917c2db1518c-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/0c42bd00965bb0ace3be1dfa046d9e4e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/adf9f97869bfb8e1a313300319fc7de2-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/0f4430314aba1e43f8f9c7559bee62d1-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/29afed3eeb6e4e5b1828662e27572aee-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/1d383c6cbbe884e6a289a4738e425ed6-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c9a179b8ffa95b52e09cb7fa0f4a00be-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a0a0c4e0e0f452efe9a611b41515f316-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/4a9a45fba386b9444d9ebf76a6dd6c79-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/bf52e94f4b7b0b07e0a9a46ec1cd65e3-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ca4195bc74303b512d0f0c979cab1085-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/e150610bc21fcae0e20a527ef13fb880-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/936942b90650770dbcc519f4cd95f873-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/9c79a91f383ec28d008634e765f52d17-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/401f2e71e756d764c632186ab7e32094-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/24221160309f80f856da91cec6f69e88-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/362b4a8a8a144ee14220d4f0d0751071-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7398f64fd855630cb721a2db73e07c3a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/f9068a67c797112e7ee96efdba7c5725-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/cf44e78cabba0a3f7f6bb193689915e9-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/6cb6080a283b0c1dd9b3e0c92f5e8433-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/dd71b489921a0501458cf763f222e64a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/3ade38cacef8835639b25cb543f8d621-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/5bfbd3c2f8cb915d73bb7aa233babb4e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/36bb92ac4f0577f1ab8e911b974bbe9b-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/9ba093a068f78bac8c8ac6c4ea0f3f07-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/5aba83770efcc9e92712fada8d3ebe36-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/cfcd4055c42aeeac88e1d8cd70a7dee7-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/57857add065e9262f508f282486e5329-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/4b7012595c9cf2c85529321da4025db7-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/cfb77749837af998ff49693347c52651-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a3e76bceaf0622e09697f53b2b889740-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/cd1951d06b4b6f5f129aeaa2cbccae44-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ba148ed9fe2badbd813b916cbacc1132-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/72bfbcb78c39aaa00d4609b509c1ee6a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/0a9773acf32dc013b6113b3a4c5b2e21-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b7e1941c6a5e1c5aa9980399e6409827-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/74202103bba5c1788810fdff7c8501e1-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/29fdd387f43ff0b4e564bc3dcd419e8d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/8f6554c0a56d89d09ffacafa45dd8ff2-uncropped_scaled_within_1536_1152.jpg']",2995000,0.67,"[{'distance': 0.1, 'name': 'McKinley Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 18, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06407&state=CA', 'type': 'Public', 'size': 383, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Everett Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06363&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Mission High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06411&state=CA', 'type': 'Public', 'size': 1099, 'totalCount': 1, 'isAssigned': True}]",71.2,6.62,5.02,1.28,84.12,Standard,CA,173 Beaver St,47487,3896400,https://www.zillow.com/homedetails/173-Beaver-St-San-Francisco-CA-94114/79843060_zpid/,2006,94114
5,4,0,0,4,2.5,0,San Francisco,0,"This stately Presidio Heights property features 4 bedrooms on one level all with en-suite bathrooms making it an ideal family home. Remodeled in 2015, the main lvl features a formal dining room, formal living room, and beautiful chef's kitchen. Featuring a double oven, double sink, and double dishwasher - this kitchen is an entertainer's dream. There is an adjacent breakfast nook which flows perfectly into a family room complete with a classically refined wet bar and direct access to a wonderful deck overlooking the lovely backyard. The entire level features built-in speakers connected to a Sonos system. The lower lvl features a large entertaining room with a 135-inch projector screen and built-in speakers, a lndry rm, and storage. A refinished 2-car detached garage at the end of a gated driveway completes this unique and special property. Located just two blocks from both the Presidio and the shopping and restaurants of Sacramento St. this home is Presidio Heights living at its best.",,0,False,0,False,False,True,False,['Radiant'],SingleFamily,15081427,1926,"['Laundry Chute', 'In Basement', 'Inside Room']",4673,-122.4476318359375,2.61,2.679,3.05,0,"['Covered', 'Detached', 'Enclosed', 'Garage Door Opener', 'Garage Faces Front', 'Side By Side', 'Uncovered Parking Spaces 2+', 'Independent', 'On Site (Single Family Only)', 'Driveway']","['https://photos.zillowstatic.com/fp/693249f9977cfc4e33f4e25217e35921-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/41ec957b1917f42c58c605074f28af7e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a71652b371a2631df74458bc08193ade-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7b485e72b0bdd1460c0a9747393e31ce-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/43f7a8abf0499ac5aa5735811f2be136-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/e1f872de56badaaa306e40c798b4b92f-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/d79cddd0a924684cb309d9217686d135-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/14a4651464042ddd838337ff2eb4440d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/cf88975737271a73d385765173cc7b4b-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/351fa69110b615cf1d06c21d039a2d36-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b8a96b70efa7a46b399ec16691077d5e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/4c9670def75b14ce2eb67db35cb0013b-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/3fd6d663afee0b51d90dbc2f504ef084-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/d0114f7545b0f88887670f34372faf38-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/63e55662e09ab5bffcec2890329c82c9-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/32494f0bf2ce046ff5f1dc1fc6711860-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/36e5d82913ce6fe3ef738c8fc1067940-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c1d05dbde878e2cb1b38d8a50372bdd2-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/62423daffd14847ef63513457bfba48a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/4a3235aedd1fa98b2d789930540abafa-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/779dbccc889de481218d42e82e95987e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/878ca090cca4e3e75e308518d7eed9be-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/0d6378ed710174a0e81b323e328a0ba9-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/37439a9a5b5bb0c54990871ba48ece93-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/4695f78e2a10382d9eba0da2c1f205f4-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/9dccc95f2499f9a7ffbaeeccefef704d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a4e19e7f173f467d3367166f2ec3c3e2-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/17d5a44b79831021c622c8ca259c7c71-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/d5593588e54ba45b294673d4d9d3d870-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ca888bb271b72e40aa367da06cd34128-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7f4580da788e82e6e910e3c2aaff0822-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/6b9cff7e50d35b7ddf7334c45b403650-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7e3d0142eb65551433478ee183bd21d7-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/286713c67649d670f541e25a8f5fd5b5-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/55ae07380664a859ac2cf61d4820e39a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7aceebab891f2e1a05875b77b5433e4d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/97be391ada8bf92a752ccfbdd7114475-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/2bc558213f93a97b9c7af3ecbbc2ac1e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/6915343b92c188b7626a93122697ba18-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/5c63b978dab71581953923dc0c79b962-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/292c506c7ce07004c5adc528c9156a07-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/adb1ed13d3206f3ac96a0d011b547a0e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b361c8b62dd883beb4ceba8b210c6a5f-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/396d776277b0aa4681a05db739af463e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/73e06aa8543d9abb19b4430ed707f999-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/32f023a105cf0954920398e523cc41d9-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/cbeb6cf54c97eca64e3087e12ff97106-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7b2f5bcab02002893f30ff49a5461d68-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/dcde62f6716388bf74d7cabbc6d9c08a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/429e9d574150cd5685e1b888a88d37d8-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/719ebd24c2f9cac9e28d9c1991d981a4-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/3872eb4222d1d68bc2222beb680f748d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ab113cc2c312cded055820e66eec1300-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/33274b32c4ebeefed5a2db882a5541af-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/95ecc8392b9ecb39adc699c39bf5967e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/06f89a964a309e212f1aa6316c2ac26f-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/31d0a098fc086950d6a4f274ed82764b-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7dc6eba97a43c6ef24e955f164e53a89-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/35b80b1a72698a6ca871911c9f468de1-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a1b2f7b811fa211f6a3b1b15563a5f36-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/0aff782fd0424664aea883a6ef08bd81-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c89e607525a02fe5f36239e0c66eaa9a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/9861a40822a18940e472c63098eaa4a9-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/b9784ee57805ca63ee88834bc6a6c61d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/8e72687bd64840a23b1d60bb57406417-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/915313a8bdd6a1bd2396db5feb4bf16b-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/6ca363d15a1841e23169ecdd96771723-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/df6107347b6992bb80b58d5f92753e8a-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/c1b983a03151e3dd0edb7b923436f77b-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/5f3aaedc4aec392f9adb57aa5626f021-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/2423c1edfde510ad6b7fe631ec5f7412-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/66326cc9b86873226c992581977a038c-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/42aa81202f44baf18d8b13812901af7e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/d6e1fece26a2537fa7428b1f76fed86e-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/08a455114c3c7d5d39e7b5da7c19bbbf-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/384a19794864205d0e679866274dca70-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/8dd7a7b648a960644195704fc06947ac-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ab94dc768ebbc6d386c19af8c5777cf1-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ff50d090e617f4c0a5f7afe604cd3d3c-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/6a701d21565a33ce22c15a0d4b009932-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/d28976439bf02d188d82ce83b0bc8667-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/1017f1f007c671e54291359eec665058-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/7117392e84f58b9724e57c6f28a47444-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/bed8d2bb119ba9ba2210b423792d29f1-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/af6432965fdca0440262178a3ceaf7a4-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/88438198964129151600bf9646b7aa38-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/bffc5533d25df840614c479e88839ab0-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/72f46f993457c9dba590deb4b6a91bc8-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/ae30b9862f943027ed8b94865a2ae74d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/25386d7be1815213a01516c5b785fe4d-uncropped_scaled_within_1536_1152.jpg', 'https://photos.zillowstatic.com/fp/a8b4066635b75a6dda9f26ebb5eaa582-uncropped_scaled_within_1536_1152.jpg']",7495000,0.67,"[{'distance': 1.5, 'name': 'Sutro Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06439&state=CA', 'type': 'Public', 'size': 262, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Roosevelt Middle School', 'rating': 9, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06427&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Wallenberg (Raoul) Traditional High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06449&state=CA', 'type': 'Public', 'size': 626, 'totalCount': 1, 'isAssigned': True}]",80,6.62,5.02,2.32,93.96,Standard,CA,145 Presidio Ave,88755,7344000,https://www.zillow.com/homedetails/145-Presidio-Ave-San-Francisco-CA-94115/15081427_zpid/,1926,94115
