bathrooms,bathroomsFull,bedrooms,fireplaceFeatures,fireplaces,garageSpaces,hasAttachedGarage,hasCarport,hasHeating,hasPetsAllowed,heating,homeType,id,latitude,laundryFeatures,livingArea,longitude,mortgageRates_arm5Rate,mortgageRates_fifteenYearFixedRate,mortgageRates_thirtyYearFixedRate,parkingFeatures,price,propertyTaxRate,schools,solarBuildFactor,solarClimateFactor,solarElectricityFactor,solarFactor,solarSunScore,specialListingConditions,streetAddress,taxAnnualAmount,taxAssessedValue,yearBuilt,zipcode
1.0,1.0,0.0,No information,0.0,0.0,False,False,False,True,No information,Condo,15147326,1991.0,No information,307.0,-122.40943145751952,2.207,2.04,2.702,['Other'],399000,0.67,"[{'distance': 1.4, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.3, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,91.64,Standard,195 7th St APT 309,3646.0,231329.0,1991.0,94103
1.0,1.0,2.0,['Brick'],1.0,0.0,False,False,True,True,"['Gas', 'Wall Furnace']",Condo,89239785,1911.0,No information,1330.0,-122.4511947631836,2.752,2.7060000000000004,3.062,"['Enclosed', 'Garage Door Opener', 'Tandem', 'On Site - Unassigned (Condo Only)']",1249000,0.67,"[{'distance': 0.1, 'name': 'New Traditions Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 18, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06415&state=CA', 'type': 'Public', 'size': 246, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Roosevelt Middle School', 'rating': 9, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06427&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Wallenberg (Raoul) Traditional High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 13, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06449&state=CA', 'type': 'Public', 'size': 626, 'totalCount': 1, 'isAssigned': True}]",73.6,6.62,5.02,0.8,86.04,Standard,40 Cole St,11978.0,944694.0,1911.0,94117
4.0,3.0,4.0,['Living Room'],1.0,0.0,False,True,True,False,['Radiant Floor'],SingleFamily,2082423193,1914.0,['Other'],2458.0,-122.4091339111328,2.752,2.7060000000000004,3.062,"['Electric Vehicle Charging Station(s)', 'Uncovered Parking Space', 'Independent', 'On Site (Single Family Only)', 'Driveway']",3295000,0.67,"[{'distance': 0.3, 'name': 'Flynn (Leonard R.) Elementary School', 'rating': 2, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06366&state=CA', 'type': 'Public', 'size': 432, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.5, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.4, 'name': 'Asawa (Ruth) San Francisco School Of The Arts, A Public School.', 'rating': 9, 'level': 'High', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06339&state=CA', 'type': 'Public', 'size': 795, 'totalCount': 17, 'isAssigned': True}]",66.4,6.62,5.02,1.0,79.04,Standard,276 Ripley St,18066.461693548386,1436531.3676767678,1914.0,94110
2.0,2.0,2.0,No information,0.0,0.0,False,False,True,True,['Central'],Condo,119685697,2010.0,"['Laundry Closet', 'Upper Level']",1077.0,-122.39511108398438,2.177,2.161,2.6839999999999997,"['Assigned', 'Covered', 'Enclosed', 'Electric Vehicle Charging Station(s)', 'Garage Door Opener', 'Independent', 'On Site', 'On Site - Mapped (Condo Only)']",739000,0.67,"[{'distance': 0.4, 'name': 'Drew (Charles) College Preparatory Academy', 'rating': 1, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06360&state=CA', 'type': 'Public', 'size': 199, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Brown Jr. (Willie L) Middle', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=32187&state=CA', 'type': 'Public', 'size': 226, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': 'Burton (Phillip And Sala) Academic High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06344&state=CA', 'type': 'Public', 'size': 1092, 'totalCount': 1, 'isAssigned': True}]",78.4,6.73,5.02,0.88,91.02,Standard,5800 3rd St UNIT 1202,6232.0,458246.0,2010.0,94124
1.0,1.0,2.0,No information,0.0,0.0,False,False,True,True,['Wall Furnace'],Cooperative,64972001,0.0,No information,850.0,-122.4280776977539,2.177,2.161,2.6839999999999997,"['Assigned', 'Detached', 'Independent', 'On Site']",620000,0.0,"[{'distance': 0.1, 'name': 'Parks (Rosa) Elementary School', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06420&state=CA', 'type': 'Public', 'size': 476, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.9, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 2, 'isAssigned': True}, {'distance': 0.6, 'name': 'Gateway High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06371&state=CA', 'type': 'Charter', 'size': 479, 'totalCount': 1, 'isAssigned': True}]",72.8,6.62,5.02,2.8,87.24,Standard,1465 Laguna St APT 5,7692.0,580000.0,0.0,94115
3.0,3.0,4.0,"['Brick', 'Living Room', 'Wood Burning', 'Other']",1.0,0.0,True,False,True,True,"['Central', 'Fireplace(s)', 'Gas', 'Natural Gas']",SingleFamily,15140852,1923.0,"['Cabinets', 'Electric Dryer Hookup', 'Gas Dryer Hookup', 'In Basement', 'Inside', 'Space For Frzr/Refr']",1985.0,-122.45618438720705,2.752,2.7060000000000004,3.062,"['Attached', 'Enclosed', 'Garage Door Opener', 'Garage Faces Front', 'Interior Access', 'Tandem', 'Uncovered Parking Spaces 2+', 'Workshop in Garage', 'On Site (Single Family Only)', 'Driveway']",1999000,0.67,"[{'distance': 1, 'name': 'Sloat (Commodore) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 21, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06433&state=CA', 'type': 'Public', 'size': 390, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Aptos Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06337&state=CA', 'type': 'Public', 'size': 976, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Leadership High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06391&state=CA', 'type': 'Charter', 'size': 324, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,0.88,92.52,Standard,1330 Plymouth Ave,6526.0,489740.0,1923.0,94112
2.0,2.0,2.0,No information,0.0,0.0,False,False,False,True,No information,Condo,69819742,2004.0,['Laundry Closet'],1231.0,-122.39376068115234,2.752,2.7060000000000004,3.062,"['Assigned', 'Independent', 'On Site']",1095000,0.67,"[{'distance': 1, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",76.8,6.73,5.02,2.8,91.34,Standard,260 King St UNIT 549,4352.0,1428000.0,2004.0,94107
4.0,3.0,4.0,No information,0.0,0.0,False,False,False,False,No information,SingleFamily,241583460,1919.0,No information,6374.0,-122.43412017822266,2.752,2.7060000000000004,3.062,"['Garage Faces Rear', 'Interior Access', 'Independent', 'On Site (Single Family Only)']",6200000,0.67,"[{'distance': 0.8, 'name': 'Sherman Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06432&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 2, 'isAssigned': True}, {'distance': 0.3, 'name': 'Gateway High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06371&state=CA', 'type': 'Charter', 'size': 479, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,94.44,Standard,2232 Bush St,27374.0,2217975.0,1919.0,94115
2.0,2.0,3.0,"['Gas', 'Living Room', 'Wood Burning']",1.0,0.0,True,False,True,False,"['Central', 'Smart Vent']",SingleFamily,15149092,1938.0,['Inside'],0.0,-122.40270233154295,2.752,2.7060000000000004,3.062,"['Attached', 'Covered', 'Enclosed', 'Garage Door Opener', 'Interior Access', 'Uncovered Parking Space', 'Independent', 'On Site (Single Family Only)']",2398000,0.67,"[{'distance': 0.4, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 2, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.1, 'name': 'Downtown High School', 'rating': 1, 'level': 'High', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06359&state=CA', 'type': 'Public', 'size': 171, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,94.44,Standard,542 Rhode Island St,19591.0,1512793.0,1938.0,94107
2.0,2.0,2.0,No information,0.0,0.0,False,False,True,True,['Central'],Condo,249698548,2014.0,['Laundry Closet'],1297.0,-122.39217376708984,2.752,2.7060000000000004,3.062,"['Valet', 'Independent', 'On Site - Unassigned (Condo Only)']",2298000,0.67,"[{'distance': 1.6, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.4, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",79.2,6.73,5.02,2.8,93.74,Standard,401 Harrison St APT 26D,27832.0,2257668.0,2014.0,94105
1.0,1.0,0.0,No information,0.0,0.0,False,False,True,True,"['Radiant', 'Radiant Floor']",Condo,111923337,2008.0,['Other'],334.0,-122.39911651611328,2.207,2.04,2.702,['No Garage'],469000,0.67,"[{'distance': 1.3, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.9, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",78.4,6.73,5.02,2.8,92.94,Standard,766 Harrison St UNIT 805,4353.0,305684.0,2008.0,94107
4.0,4.0,4.0,No information,0.0,0.0,False,False,False,False,No information,MultiFamily,2071612565,0.0,['In Unit'],1934.0,-122.42640686035156,2.752,2.7060000000000004,3.062,['None'],1599000,0.67,"[{'distance': 0.2, 'name': 'Muir (John) Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06414&state=CA', 'type': 'Public', 'size': 225, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.7, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Wells (Ida B.) High School', 'rating': 2, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06452&state=CA', 'type': 'Public', 'size': 165, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,93.64,Standard,517 Fell St #519,18066.461693548386,1436531.3676767678,0.0,94102
2.0,2.0,2.0,No information,0.0,0.0,True,False,True,False,['Central'],SingleFamily,15078688,1900.0,"['Ground Floor', 'Laundry Closet']",1400.0,-122.42720794677734,2.752,2.7060000000000004,3.062,"['Attached', 'Garage Door Opener', 'Interior Access']",1695000,0.67,"[{'distance': 0.1, 'name': 'Muir (John) Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06414&state=CA', 'type': 'Public', 'size': 225, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.6, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Wells (Ida B.) High School', 'rating': 2, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06452&state=CA', 'type': 'Public', 'size': 165, 'totalCount': 1, 'isAssigned': True}]",68.0,6.62,5.02,2.8,82.44,Standard,476 Hickory St,22744.0,1836000.0,1900.0,94102
0.0,0.0,2.0,No information,0.0,0.0,False,False,False,False,No information,SingleFamily,2072166574,1912.0,No information,23200.0,-122.43195343017578,2.752,2.7060000000000004,3.062,[None],10500000,0.67,"[{'distance': 0.6, 'name': 'Sherman Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06432&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 2, 'isAssigned': True}, {'distance': 0.5, 'name': 'Gateway High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06371&state=CA', 'type': 'Charter', 'size': 479, 'totalCount': 1, 'isAssigned': True}]",56.8,6.62,5.02,2.8,71.24,Offer As Is,2395 Sacramento St,18066.461693548386,1436531.3676767678,1912.0,94115
1.0,1.0,2.0,No information,0.0,0.0,True,False,False,False,No information,SingleFamily,15179799,1962.0,No information,925.0,-122.4402313232422,2.177,2.161,2.6839999999999997,"['Attached', 'Independent', 'On Site (Single Family Only)']",795000,0.67,"[{'distance': 0.3, 'name': 'Guadalupe Elementary School', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 20, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06376&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.8, 'name': 'Visitacion Valley Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 11, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06447&state=CA', 'type': 'Public', 'size': 375, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': 'Balboa High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06340&state=CA', 'type': 'Public', 'size': 1217, 'totalCount': 1, 'isAssigned': True}]",72.0,6.62,5.02,0.88,84.52,Standard,461 Allison St,6828.0,503834.0,1962.0,94112
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Central'],Condo,241585631,2016.0,['Laundry Closet'],717.0,-122.4229507446289,2.177,2.161,2.6839999999999997,"['Enclosed', 'Garage Door Opener', 'Interior Access', 'Mechanical Lift', 'Independent', 'On Site']",949000,0.67,"[{'distance': 0.5, 'name': 'Sherman Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06432&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,91.64,Standard,1688 Pine St UNIT W509,11029.0,858514.0,2016.0,94109
1.0,1.0,2.0,No information,0.0,0.0,True,False,True,True,['Central'],Condo,241586718,2016.0,No information,760.0,-122.36778259277344,2.177,2.161,2.6839999999999997,"['Assigned', 'Attached', 'Covered', 'Enclosed', 'Garage Door Opener', 'Side By Side', 'Independent', 'On Site', 'Driveway']",620000,0.67,"[{'distance': 0.9, 'name': 'Malcolm X Academy', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 10, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06398&state=CA', 'type': 'Public', 'size': 108, 'totalCount': 1, 'isAssigned': True}, {'distance': 2, 'name': 'Brown Jr. (Willie L) Middle', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=32187&state=CA', 'type': 'Public', 'size': 226, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'KIPP San Francisco College Preparatory', 'rating': 7, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=27281&state=CA', 'type': 'Charter', 'size': 403, 'totalCount': 1, 'isAssigned': True}]",80.0,6.73,5.02,0.88,92.62,Standard,550 Innes Ave #201,13546.0,629441.0,2016.0,94124
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Forced air'],Condo,69819744,2004.0,"['Washer / Dryer', 'Inside']",556.0,-122.39376068115234,2.177,2.161,2.6839999999999997,No information,599999,0.67,"[{'distance': 1, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",76.8,6.73,5.02,2.8,91.34,Standard,260 King St UNIT 553,4317.0,625048.0,2004.0,94107
3.0,3.0,5.0,No information,0.0,0.0,False,False,True,False,['Wall'],SingleFamily,15171888,1907.0,['Washer / Dryer'],2480.0,-122.40324401855469,2.752,2.7060000000000004,3.062,['On-street'],1199000,0.67,"[{'distance': 0.4, 'name': 'Taylor (Edward R.) Elementary School', 'rating': 6, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06441&state=CA', 'type': 'Public', 'size': 646, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'King Jr. (Martin Luther) Academic Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06386&state=CA', 'type': 'Public', 'size': 516, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Burton (Phillip And Sala) Academic High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 14, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06344&state=CA', 'type': 'Public', 'size': 1092, 'totalCount': 1, 'isAssigned': True}]",52.0,6.62,5.02,0.88,64.52,Standard,722 Girard St,13665.0,1020000.0,1907.0,94134
5.0,4.0,4.0,"['Gas', 'Living Room']",1.0,0.0,False,False,True,False,"['Gas', 'Radiant']",SingleFamily,15080366,2016.0,['Inside Room'],4185.0,-122.44279479980469,2.752,2.7060000000000004,3.062,"['Garage Door Opener', 'Interior Access', 'Side by Side', 'On Site (Single Family Only)', 'Driveway']",15980000,0.67,"[{'distance': 0.6, 'name': 'Cobb (William L.) Elementary School', 'rating': 2, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06353&state=CA', 'type': 'Public', 'size': 152, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.4, 'name': 'Roosevelt Middle School', 'rating': 9, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06427&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 2, 'isAssigned': True}, {'distance': 0.9, 'name': 'Gateway High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06371&state=CA', 'type': 'Charter', 'size': 479, 'totalCount': 1, 'isAssigned': True}]",8.0,6.62,5.02,2.8,22.44,Standard,2626 Filbert St,91079.0,7529418.0,2016.0,94123
0.0,0.0,2.0,No information,0.0,0.0,False,False,False,False,No information,VacantLand,184663673,0.0,No information,0.0,-122.4030532836914,2.396,2.374,3.0060000000000002,[None],250000,0.67,"[{'distance': 0.2, 'name': 'Garfield Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06370&state=CA', 'type': 'Public', 'size': 228, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Francisco Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06367&state=CA', 'type': 'Public', 'size': 560, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.3, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",77.6,6.7,5.02,2.8,92.12,Standard,202 Union St,721.0,1659.0,0.0,94133
