bathrooms,bathroomsFull,bedrooms,fireplaceFeatures,fireplaces,garageSpaces,hasAttachedGarage,hasCarport,hasHeating,hasPetsAllowed,heating,homeType,id,latitude,laundryFeatures,livingArea,longitude,mortgageRates_arm5Rate,mortgageRates_fifteenYearFixedRate,mortgageRates_thirtyYearFixedRate,parkingFeatures,price,propertyTaxRate,schools,solarBuildFactor,solarClimateFactor,solarElectricityFactor,solarFactor,solarSunScore,specialListingConditions,streetAddress,taxAnnualAmount,taxAssessedValue,yearBuilt,zipcode
4.0,4.0,4.0,No information,0.0,2.0,True,False,True,False,['Individual'],MultiFamily,2071141320,1950.0,['Laundry Closet'],2762.0,-122.42445373535156,2.752,2.7060000000000004,3.062,"['Attached', 'Garage', 'Garage Door Opener']",2735000,0.67,"[{'distance': 0.2, 'name': 'Sherman Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06432&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,90.84,Standard,1775 Pacific Ave #1777,18066.461693548386,1436531.3676767678,1950.0,94109
4.0,4.0,4.0,No information,0.0,3.0,False,False,True,False,['Wall Furnace'],MultiFamily,2109228885,1927.0,['Common Area'],3886.0,-122.46161651611328,2.752,2.7060000000000004,3.062,['Garage'],2399000,0.67,"[{'distance': 0.6, 'name': 'Yu (Alice Fong) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-8', 'link': 'https://www.greatschools.org/school?id=06455&state=CA', 'type': 'Public', 'size': 590, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.4, 'name': 'Asawa (Ruth) San Francisco School Of The Arts, A Public School.', 'rating': 9, 'level': 'High', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06339&state=CA', 'type': 'Public', 'size': 795, 'totalCount': 17, 'isAssigned': True}]",80.0,6.62,5.02,0.88,92.52,Standard,1366 5th Ave,18066.461693548386,1436531.3676767678,1927.0,94122
2.0,2.0,3.0,No information,0.0,0.0,False,False,False,False,No information,MultiFamily,2071141317,1900.0,['Washer/Dryer Hookups'],1880.0,-122.41853332519531,2.177,2.161,2.6839999999999997,['None'],998000,0.67,"[{'distance': 0.4, 'name': 'Flynn (Leonard R.) Elementary School', 'rating': 2, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06366&state=CA', 'type': 'Public', 'size': 432, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': ""O'connell (John) High School"", 'rating': 3, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06417&state=CA', 'type': 'Public', 'size': 480, 'totalCount': 1, 'isAssigned': True}]",59.2,6.62,5.02,1.0,71.84,Successor Trustee Sale,30 Coso Ave #32,18066.461693548386,1436531.3676767678,1900.0,94110
0.0,0.0,2.0,No information,0.0,0.0,False,False,False,True,No information,Condo,79846830,2006.0,No information,1095.0,-122.388916015625,2.177,2.161,2.6839999999999997,"['Covered', 'Enclosed', 'Side By Side', 'Side by Side', 'On Site', 'On Site - Mapped (Condo Only)']",760000,0.67,"[{'distance': 0.4, 'name': 'Harte (Bret) Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 14, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06377&state=CA', 'type': 'Public', 'size': 186, 'totalCount': 1, 'isAssigned': True}, {'distance': 4.2, 'name': 'Asawa (Ruth) San Francisco School Of The Arts, A Public School.', 'rating': 9, 'level': 'High', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06339&state=CA', 'type': 'Public', 'size': 795, 'totalCount': 17, 'isAssigned': True}]",74.4,6.73,5.02,0.88,87.02,Standard,501 Crescent Way APT 5207,10154.0,780300.0,2006.0,94134
1.0,1.0,2.0,['Brick'],1.0,0.0,False,False,True,False,"['Central', 'Gas']",SingleFamily,15140748,1919.0,No information,1140.0,-122.4596710205078,2.752,2.7060000000000004,3.062,"['Interior Access', 'Independent', 'On Site (Single Family Only)']",1275000,0.67,"[{'distance': 0.8, 'name': 'Sloat (Commodore) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 21, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06433&state=CA', 'type': 'Public', 'size': 390, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Aptos Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06337&state=CA', 'type': 'Public', 'size': 976, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Leadership High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06391&state=CA', 'type': 'Charter', 'size': 324, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,0.88,92.52,Successor Trustee Sale,762 Faxon Ave,1532.0,57572.0,1919.0,94112
2.0,1.0,2.0,['Living Room'],1.0,0.0,False,False,True,True,['Central'],Condo,79843912,1922.0,"['Cabinets', 'In Kitchen']",1755.0,-122.47293853759766,2.752,2.7060000000000004,3.062,"['Assigned', 'Enclosed', 'Garage Door Opener', 'Interior Access', 'Side By Side', 'Independent', 'On Site', 'On Site - Mapped (Condo Only)']",1575000,0.67,"[{'distance': 0.2, 'name': 'Argonne Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06338&state=CA', 'type': 'Public', 'size': 433, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Independence High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=11136&state=CA', 'type': 'Public', 'size': 186, 'totalCount': 1, 'isAssigned': True}]",75.2,6.62,5.02,2.32,89.16,Standard,1327 Cabrillo St,21641.0,1750992.0,1922.0,94118
2.0,2.0,2.0,No information,0.0,0.0,True,False,True,True,['Central'],Condo,60145810,2002.0,['Laundry Closet'],1550.0,-122.39038848876952,2.752,2.7060000000000004,3.062,"['Assigned', 'Attached', 'Covered', 'Enclosed', 'Garage Door Opener', 'Interior Access', 'Side By Side', 'Independent', 'On Site - Mapped (Condo Only)', 'Driveway']",1750000,0.67,"[{'distance': 1.4, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.3, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",76.0,6.73,5.02,2.8,90.54,Standard,239 Brannan St UNIT 9G,20725.0,1666766.0,2002.0,94107
1.0,1.0,3.0,['Living Room'],1.0,0.0,False,False,True,False,['Gas'],SingleFamily,15125141,1948.0,"['Ground Floor', 'In Garage']",1368.0,-122.48216247558594,2.752,2.7060000000000004,3.062,"['Enclosed', 'Interior Access', 'Other', 'Independent', 'On Site (Single Family Only)']",1295000,0.67,"[{'distance': 0.1, 'name': 'Feinstein (Dianne) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=16863&state=CA', 'type': 'Public', 'size': 502, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.2, 'name': 'Aptos Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06337&state=CA', 'type': 'Public', 'size': 976, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Lincoln (Abraham) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06395&state=CA', 'type': 'Public', 'size': 2070, 'totalCount': 1, 'isAssigned': True}]",67.2,6.62,5.02,0.88,79.72,Standard,2619 25th Ave,19127.0,1530000.0,1948.0,94116
2.0,2.0,2.0,['Gas Starter'],1.0,0.0,False,False,True,True,['Central'],Condo,80756498,2000.0,['Laundry Closet'],1310.0,-122.42179107666016,2.752,2.7060000000000004,3.062,"['Assigned', 'Garage Door Opener', 'Independent', 'On Site']",1595000,0.67,"[{'distance': 0.2, 'name': 'Spring Valley Elementary School', 'rating': 6, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06434&state=CA', 'type': 'Public', 'size': 327, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,91.64,Standard,1601 Pacific Ave APT 401,22550.0,1785000.0,2000.0,94109
2.0,1.0,3.0,['Decorative'],1.0,0.0,True,False,False,True,No information,Condo,82785809,1900.0,['Inside'],1730.0,-122.4174575805664,2.752,2.7060000000000004,3.062,"['Attached', 'Garage Door Opener', 'Side By Side', 'See Remarks', 'Side by Side', 'On Site - Mapped (Condo Only)']",1398000,0.67,"[{'distance': 0.4, 'name': 'Moscone (George R.) Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06413&state=CA', 'type': 'Public', 'size': 381, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.4, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.2, 'name': ""O'connell (John) High School"", 'rating': 3, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06417&state=CA', 'type': 'Public', 'size': 480, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,1.0,91.84,Standard,750 S Van Ness Ave,12784.0,1002863.0,1900.0,94110
1.0,1.0,2.0,No information,0.0,0.0,True,False,True,False,['Central'],SingleFamily,15135938,1962.0,['In Garage'],0.0,-122.4495849609375,2.752,2.7060000000000004,3.062,"['Attached', 'Interior Access', 'Tandem', 'On Site (Single Family Only)']",1295000,0.67,"[{'distance': 0.2, 'name': 'Miraloma Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 15, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06409&state=CA', 'type': 'Public', 'size': 391, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Denman (James) Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 16, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06358&state=CA', 'type': 'Public', 'size': 835, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Academy Of Arts And Sciences', 'rating': 6, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=25079&state=CA', 'type': 'Public', 'size': 358, 'totalCount': 1, 'isAssigned': True}]",68.8,6.62,5.02,1.56,82.0,Standard,130 Stanford Heights Ave,11048.0,855932.0,1962.0,94127
3.0,3.0,4.0,"['Family Room', 'Gas', 'Living Room', 'Wood Burning']",2.0,0.0,True,False,True,False,['Central'],SingleFamily,15088099,1913.0,No information,2751.0,-122.44751739501952,2.752,2.7060000000000004,3.062,"['Attached', 'Covered', 'Independent', 'On Site (Single Family Only)']",2995000,0.67,"[{'distance': 0.2, 'name': 'Grattan Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06375&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.2, 'name': 'Giannini (A.P.) Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06372&state=CA', 'type': 'Public', 'size': 1188, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Independence High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=11136&state=CA', 'type': 'Public', 'size': 186, 'totalCount': 1, 'isAssigned': True}]",69.6,6.62,5.02,0.8,82.04,Standard,985 Clayton St,34240.0,2802235.0,1913.0,94117
2.0,2.0,3.0,No information,0.0,0.0,True,False,True,True,['Electric'],Condo,67395040,2002.0,['Laundry Closet'],1186.0,-122.46654510498048,2.177,2.161,2.6839999999999997,"['Attached', 'Garage Door Opener', 'Side By Side', 'Side by Side', 'On Site']",885000,0.67,"[{'distance': 1.2, 'name': 'Longfellow Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06396&state=CA', 'type': 'Public', 'size': 520, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.6, 'name': 'Denman (James) Middle School', 'rating': 4, 'level': 'Middle', 'studentsPerTeacher': 16, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06358&state=CA', 'type': 'Public', 'size': 835, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.6, 'name': 'Leadership High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06391&state=CA', 'type': 'Charter', 'size': 324, 'totalCount': 1, 'isAssigned': True}]",76.8,6.62,5.02,0.96,89.4,Standard,8400 Oceanview Ter APT 302,6908.0,509580.0,2002.0,94132
2.0,2.0,3.0,"['Brick', 'Living Room']",1.0,0.0,True,False,True,True,['Central'],SingleFamily,15138992,1919.0,['In Garage'],1950.0,-122.45907592773438,2.752,2.7060000000000004,3.062,"['Attached', 'Guest', 'Interior Access', 'Driveway']",1795000,0.67,"[{'distance': 0.8, 'name': 'Sloat (Commodore) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 21, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06433&state=CA', 'type': 'Public', 'size': 390, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Aptos Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06337&state=CA', 'type': 'Public', 'size': 976, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Academy Of Arts And Sciences', 'rating': 6, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=25079&state=CA', 'type': 'Public', 'size': 358, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,0.88,91.72,Standard,150 Northwood Dr,15452.0,1287043.0,1919.0,94112
1.0,1.0,5.0,No information,0.0,0.0,False,False,False,False,No information,MultiFamily,2076570679,1936.0,No information,5627.0,-122.47442626953124,2.752,2.7060000000000004,3.062,"['Garage', 'Garage Door Opener']",2495000,0.67,"[{'distance': 0.6, 'name': 'West Portal Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 20, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06448&state=CA', 'type': 'Public', 'size': 590, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Lincoln (Abraham) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06395&state=CA', 'type': 'Public', 'size': 2070, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,0.88,92.52,Successor Trustee Sale,751 Taraval St #755,18066.461693548386,1436531.3676767678,1936.0,94116
2.0,2.0,2.0,No information,0.0,0.0,True,False,False,False,No information,SingleFamily,15096729,1915.0,No information,1687.0,-122.50511169433594,2.752,2.7060000000000004,3.062,"['Attached', 'Independent', 'On Site (Single Family Only)']",1495000,0.67,"[{'distance': 0.5, 'name': 'Lafayette Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06387&state=CA', 'type': 'Public', 'size': 540, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Washington (George) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06450&state=CA', 'type': 'Public', 'size': 1995, 'totalCount': 1, 'isAssigned': True}]",80.0,6.53,5.02,0.96,92.5,Standard,723 44th Ave,1538.0,126093.0,1915.0,94121
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Forced air'],Condo,15148679,1890.0,No information,926.0,-122.3912353515625,2.177,2.161,2.6839999999999997,['Garage - Attached'],800000,0.67,"[{'distance': 1.5, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.4, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.8, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",77.6,6.73,5.02,2.8,92.14,Standard,540 Delancey St UNIT 102,10728.0,798206.0,1890.0,94107
2.0,2.0,3.0,['Living Room'],1.0,1.0,True,False,True,False,['Forced Air'],SingleFamily,15171233,1926.0,['In Garage'],2154.0,-122.43104553222656,2.752,2.7060000000000004,3.062,"['Garage Door Opener', 'Attached']",1098000,0.67,"[{'distance': 0.1, 'name': 'Cleveland Elementary School', 'rating': 3, 'level': 'Elementary', 'studentsPerTeacher': 15, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06352&state=CA', 'type': 'Public', 'size': 346, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.2, 'name': 'Visitacion Valley Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 11, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06447&state=CA', 'type': 'Public', 'size': 375, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Jordan (June) School For Equity', 'rating': 2, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12283&state=CA', 'type': 'Public', 'size': 233, 'totalCount': 1, 'isAssigned': True}]",49.6,6.62,5.02,0.88,62.12,Standard,530 Vienna St,3505.0,237705.0,1926.0,94112
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,"['Baseboard', 'Electric']",Condo,80751560,2004.0,['Laundry Closet'],962.0,-122.39324951171876,2.177,2.161,2.6839999999999997,"['Assigned', 'Enclosed', 'Garage Door Opener', 'Interior Access', 'Side By Side', 'Side by Side', 'On Site']",869000,0.67,"[{'distance': 1.1, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",76.8,6.73,5.02,2.8,91.34,Standard,250 King St UNIT 1214,11849.0,908688.0,2004.0,94107
4.0,3.0,4.0,"['Family Room', 'Gas', 'Living Room']",2.0,0.0,False,False,True,False,"['Central', 'Gas']",SingleFamily,15071335,1900.0,"['Laundry Closet', 'Upper Level']",0.0,-122.4346160888672,2.752,2.7060000000000004,3.062,"['Covered', 'Electric Vehicle Charging Station(s)', 'Garage Faces Front', 'Interior Access', 'Private', 'See Remarks', 'Independent', 'On Site (Single Family Only)']",4750000,0.67,"[{'distance': 0.5, 'name': 'Sherman Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06432&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.2, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,93.64,Standard,2130 Filbert St,51247.0,3550375.0,1900.0,94123
2.0,1.0,3.0,No information,0.0,0.0,False,False,True,False,['Forced air'],SingleFamily,15141013,1919.0,"['In Garage', 'Washer / Dryer']",1549.0,-122.45755004882812,2.752,2.7060000000000004,3.062,['Garage - Attached'],1890000,0.67,"[{'distance': 0.9, 'name': 'Sloat (Commodore) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 21, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06433&state=CA', 'type': 'Public', 'size': 390, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Aptos Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06337&state=CA', 'type': 'Public', 'size': 976, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Leadership High School', 'rating': 5, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06391&state=CA', 'type': 'Charter', 'size': 324, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,0.88,92.52,Standard,55 Southwood Dr,22049.0,1773881.0,1919.0,94112
2.0,2.0,2.0,No information,0.0,0.0,False,False,False,True,No information,Condo,15147538,1991.0,No information,1287.0,-122.39049530029295,2.752,2.7060000000000004,3.062,"['Assigned', 'Covered', 'Garage Door Opener', 'Independent', 'On Site']",1425000,0.67,"[{'distance': 1.9, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.6, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': ""Five Keys Independence High School (Sf Sheriff's)"", 'rating': 2, 'level': 'High', 'studentsPerTeacher': 25, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=24794&state=CA', 'type': 'Charter', 'size': 3417, 'totalCount': 1, 'isAssigned': True}]",78.4,6.73,5.02,2.8,92.94,Standard,75 Folsom St APT 901,7378.0,602368.0,1991.0,94105
